mes_num,mes_nombre,ingrediente,categoria,subcategoria,descripcion_culinaria,zona,disponibilidad,lat,lon,partidos,tipo_clima,descripcion_zona,notas_produccion
4,Abril,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Excelente calidad. Clima frío favorece el sabor.
5,Mayo,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Excelente calidad. Clima frío favorece el sabor.
6,Junio,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Excelente calidad. Clima frío favorece el sabor.
7,Julio,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Excelente calidad. Clima frío favorece el sabor.
8,Agosto,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Excelente calidad. Clima frío favorece el sabor.
4,Abril,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Producción importante. Zona fresca ideal.
5,Mayo,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Producción importante. Zona fresca ideal.
6,Junio,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Producción importante. Zona fresca ideal.
7,Julio,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Producción importante. Zona fresca ideal.
8,Agosto,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Producción importante. Zona fresca ideal.
4,Abril,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Similar al brócoli. Requiere frío.
5,Mayo,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Similar al brócoli. Requiere frío.
6,Junio,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Similar al brócoli. Requiere frío.
7,Julio,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Similar al brócoli. Requiere frío.
8,Agosto,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Similar al brócoli. Requiere frío.
4,Abril,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Buena producción en invierno riguroso.
5,Mayo,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Buena producción en invierno riguroso.
6,Junio,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Buena producción en invierno riguroso.
7,Julio,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Buena producción en invierno riguroso.
8,Agosto,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Buena producción en invierno riguroso.
4,Abril,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Alta calidad por clima marítimo fresco.
5,Mayo,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Alta calidad por clima marítimo fresco.
6,Junio,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Alta calidad por clima marítimo fresco.
7,Julio,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Alta calidad por clima marítimo fresco.
8,Agosto,Coliflor,verdura,inflorescencia,Similar al brócoli en temporada. Más delicada.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Alta calidad por clima marítimo fresco.
8,Agosto,Alcaucil,verdura,inflorescencia,Producción importante en Mar del Plata. Ícono regional.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Mar del Plata: capital nacional del alcaucil. Primavera.
9,Septiembre,Alcaucil,verdura,inflorescencia,Producción importante en Mar del Plata. Ícono regional.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Mar del Plata: capital nacional del alcaucil. Primavera.
10,Octubre,Alcaucil,verdura,inflorescencia,Producción importante en Mar del Plata. Ícono regional.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Mar del Plata: capital nacional del alcaucil. Primavera.
11,Noviembre,Alcaucil,verdura,inflorescencia,Producción importante en Mar del Plata. Ícono regional.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Mar del Plata: capital nacional del alcaucil. Primavera.
8,Agosto,Alcaucil,verdura,inflorescencia,Producción importante en Mar del Plata. Ícono regional.,GBA Sur Hortícola,inicio,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Menor escala. Buena calidad.
9,Septiembre,Alcaucil,verdura,inflorescencia,Producción importante en Mar del Plata. Ícono regional.,GBA Sur Hortícola,inicio,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Menor escala. Buena calidad.
10,Octubre,Alcaucil,verdura,inflorescencia,Producción importante en Mar del Plata. Ícono regional.,GBA Sur Hortícola,inicio,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Menor escala. Buena calidad.
1,Enero,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
2,Febrero,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
3,Marzo,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
4,Abril,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
5,Mayo,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
6,Junio,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
7,Julio,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
8,Agosto,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
9,Septiembre,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
10,Octubre,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
11,Noviembre,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
12,Diciembre,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción todo el año. Pico en otoño.
1,Enero,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Variedad Chantenay la más común.
2,Febrero,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Variedad Chantenay la más común.
3,Marzo,Zanahoria,verdura,raíz,Producción todo el año con picos en otoño.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Variedad Chantenay la más común.
